epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.01,1.0,,,
249.0,56.0,160.0,1872.0,10000.0,62.5,200.0,200.0,0.24013749,0.01,0.05,,,
352.0,142.0,428.0,3750.0,20000.0,46.728973,200.0,200.0,0.068091206,0.01,0.05,,,
442.0,44.0,707.0,5622.0,30000.0,42.432816,102.0,167.33333,12.866853,0.01,0.05,,,
552.0,89.0,1007.0,7500.0,40000.0,39.721947,200.0,175.5,0.22823073,0.01,0.05,,,
604.0,138.0,1253.0,9372.0,50000.0,39.90423,200.0,180.4,0.042534474,0.01,0.05,,,
656.0,33.0,1462.0,11250.0,60000.0,41.039673,200.0,183.66667,0.045839436,0.01,0.05,,,
708.0,27.0,1696.0,13122.0,70000.0,41.273586,200.0,186.0,283.89645,0.01,0.05,,,
761.0,192.0,1935.0,15000.0,80000.0,41.34367,200.0,187.75,0.075861685,0.01,0.05,,,
814.0,101.0,2211.0,16872.0,90000.0,40.705563,200.0,189.11111,0.06639934,0.01,0.05,,,
869.0,1.0,2306.0,18750.0,100000.0,43.365135,200.0,190.2,274.2484,0.01,0.05,,,
