epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.1,1.0,,,
222.0,47.0,1408.0,1872.0,10000.0,7.1022725,136.0,136.0,49.097992,0.1,0.05,,,
287.0,22.0,4267.0,3750.0,20000.0,4.687134,200.0,168.0,223.8667,0.1,0.05,,,
341.0,199.0,7123.0,5622.0,30000.0,4.2117085,200.0,178.66667,0.50470597,0.1,0.05,,,
405.0,46.0,10002.0,7500.0,40000.0,3.9992,200.0,184.0,2.3923142,0.1,0.05,,,
469.0,50.0,12838.0,9372.0,50000.0,3.8946877,200.0,187.2,4.043589,0.1,0.05,,,
521.0,144.0,15750.0,11250.0,60000.0,3.8095238,200.0,189.33333,0.47477534,0.1,0.05,,,
579.0,121.0,18663.0,13122.0,70000.0,3.7507367,200.0,190.85715,7.8936663,0.1,0.05,,,
632.0,156.0,21567.0,15000.0,80000.0,3.7093709,200.0,192.0,0.40719447,0.1,0.05,,,
688.0,29.0,24473.0,16872.0,90000.0,3.6775222,200.0,192.88889,214.97139,0.1,0.05,,,
753.0,194.0,27307.0,18750.0,100000.0,3.6620648,128.0,186.4,5.4462934,0.1,0.05,,,
