epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.01,1.0,,,
256.0,25.0,1419.0,1872.0,10000.0,7.0472164,31.0,31.0,60.645073,0.01,0.05,,,
359.0,176.0,4304.0,3750.0,20000.0,4.64684,107.0,69.0,0.58280945,0.01,0.05,,,
480.0,45.0,7154.0,5622.0,30000.0,4.193458,63.0,67.0,0.34446815,0.01,0.05,,,
573.0,151.0,10044.0,7500.0,40000.0,3.9824772,190.0,97.75,0.23883602,0.01,0.05,,,
623.0,151.0,12875.0,9372.0,50000.0,3.883495,200.0,118.2,0.042076424,0.01,0.05,,,
702.0,112.0,15715.0,11250.0,60000.0,3.8180082,200.0,131.83333,0.052936707,0.01,0.05,,,
752.0,155.0,18628.0,13122.0,70000.0,3.757784,200.0,141.57143,0.14527564,0.01,0.05,,,
803.0,107.0,21519.0,15000.0,80000.0,3.717645,200.0,148.875,0.09344022,0.01,0.05,,,
854.0,93.0,24420.0,16872.0,90000.0,3.6855037,200.0,154.55556,0.1525479,0.01,0.05,,,
911.0,182.0,27279.0,18750.0,100000.0,3.6658235,200.0,159.1,0.16900119,0.01,0.05,,,
